Locality,Latitude,Longitude,Year,Count
Rye Ocean Beach,-38.40463,144.80495,2017,NA
Rye Ocean Beach,-38.40463,144.80495,2017,NA
Rye Ocean Beach,-38.40463,144.80495,2017,NA
Rye Ocean Beach,-38.40463,144.80495,2017,NA
Rye Ocean Beach,-38.40463,144.80495,2017,NA
Rye Ocean Beach,-38.40463,144.80495,2017,NA
Rye Ocean Beach,-38.40463,144.80495,2017,NA
Rye Ocean Beach,-38.40463,144.80495,2017,NA
Rye Ocean Beach,-38.40463,144.80495,2017,NA
Rye Ocean Beach,-38.40463,144.80495,2017,NA
Rye Ocean Beach,-38.40463,144.80495,2017,NA
Rye Ocean Beach,-38.40463,144.80495,2018,NA
Rye Ocean Beach,-38.40463,144.80495,2018,NA
Rye Ocean Beach,-38.40463,144.80495,2018,NA
Rye Ocean Beach,-38.40463,144.80495,2018,NA
Rye Ocean Beach,-38.40463,144.80495,2018,NA
Rye Ocean Beach,-38.40463,144.80495,2018,NA
Rye Ocean Beach,-38.40463,144.80495,2018,NA
Rye Ocean Beach,-38.40463,144.80495,2018,NA
Rye Ocean Beach,-38.40463,144.80495,2018,NA
Rye Ocean Beach,-38.40463,144.80495,2018,NA
Rye Ocean Beach,-38.40463,144.80495,2018,NA
Rye Ocean Beach,-38.40463,144.80495,2018,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2010,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2010,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2010,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2010,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2010,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2010,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2010,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2010,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2010,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2010,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2010,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2010,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2011,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2011,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2011,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2011,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2011,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2011,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2011,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2011,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2011,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2011,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2011,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2011,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2012,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2012,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2012,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2012,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2012,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2012,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2012,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2012,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2012,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2012,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2012,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2012,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2013,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2013,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2013,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2013,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2013,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2013,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2013,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2013,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2013,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2013,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2013,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2013,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2014,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2014,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2014,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2014,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2014,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2014,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2014,2
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2014,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2014,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2014,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2014,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2014,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2015,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2015,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2015,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2015,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2015,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2015,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2015,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2015,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2015,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2015,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2015,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2015,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2016,7
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2016,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2016,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2016,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2016,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2016,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2016,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2016,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2016,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2016,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2016,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2016,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2017,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2017,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2017,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2017,2
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2017,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2017,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2017,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2017,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2017,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2017,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2017,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2017,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2018,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2018,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2018,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2018,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2018,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2018,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2018,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2018,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2018,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2018,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2018,NA
Mushroom Reef Marine Sanctuary,-38.4816509,145.016318,2018,NA
Point Nepean National Park,-38.3112215,144.6748352,2010,NA
Point Nepean National Park,-38.3112215,144.6748352,2010,NA
Point Nepean National Park,-38.3112215,144.6748352,2010,NA
Point Nepean National Park,-38.3112215,144.6748352,2010,NA
Point Nepean National Park,-38.3112215,144.6748352,2010,NA
Point Nepean National Park,-38.3112215,144.6748352,2010,NA
Point Nepean National Park,-38.3112215,144.6748352,2010,NA
Point Nepean National Park,-38.3112215,144.6748352,2010,NA
Point Nepean National Park,-38.3112215,144.6748352,2010,NA
Point Nepean National Park,-38.3112215,144.6748352,2010,NA
Point Nepean National Park,-38.3112215,144.6748352,2010,NA
Point Nepean National Park,-38.3112215,144.6748352,2010,NA
Point Nepean National Park,-38.3112215,144.6748352,2011,NA
Point Nepean National Park,-38.3112215,144.6748352,2011,NA
Point Nepean National Park,-38.3112215,144.6748352,2011,NA
Point Nepean National Park,-38.3112215,144.6748352,2011,NA
Point Nepean National Park,-38.3112215,144.6748352,2011,NA
Point Nepean National Park,-38.3112215,144.6748352,2011,NA
Point Nepean National Park,-38.3112215,144.6748352,2011,NA
Point Nepean National Park,-38.3112215,144.6748352,2011,NA
Point Nepean National Park,-38.3112215,144.6748352,2011,NA
Point Nepean National Park,-38.3112215,144.6748352,2011,NA
Point Nepean National Park,-38.3112215,144.6748352,2011,NA
Point Nepean National Park,-38.3112215,144.6748352,2011,NA
Point Nepean National Park,-38.3112215,144.6748352,2012,NA
Point Nepean National Park,-38.3112215,144.6748352,2012,NA
Point Nepean National Park,-38.3112215,144.6748352,2012,NA
Point Nepean National Park,-38.3112215,144.6748352,2012,NA
Point Nepean National Park,-38.3112215,144.6748352,2012,NA
Point Nepean National Park,-38.3112215,144.6748352,2012,NA
Point Nepean National Park,-38.3112215,144.6748352,2012,NA
Point Nepean National Park,-38.3112215,144.6748352,2012,NA
Point Nepean National Park,-38.3112215,144.6748352,2012,NA
Point Nepean National Park,-38.3112215,144.6748352,2012,NA
Point Nepean National Park,-38.3112215,144.6748352,2012,NA
Point Nepean National Park,-38.3112215,144.6748352,2012,NA
Point Nepean National Park,-38.3112215,144.6748352,2013,NA
Point Nepean National Park,-38.3112215,144.6748352,2013,0
Point Nepean National Park,-38.3112215,144.6748352,2013,NA
Point Nepean National Park,-38.3112215,144.6748352,2013,NA
Point Nepean National Park,-38.3112215,144.6748352,2013,NA
Point Nepean National Park,-38.3112215,144.6748352,2013,NA
Point Nepean National Park,-38.3112215,144.6748352,2013,2
Point Nepean National Park,-38.3112215,144.6748352,2013,0
Point Nepean National Park,-38.3112215,144.6748352,2013,NA
Point Nepean National Park,-38.3112215,144.6748352,2013,NA
Point Nepean National Park,-38.3112215,144.6748352,2013,25
Point Nepean National Park,-38.3112215,144.6748352,2013,NA
Point Nepean National Park,-38.3112215,144.6748352,2014,NA
Point Nepean National Park,-38.3112215,144.6748352,2014,6
Point Nepean National Park,-38.3112215,144.6748352,2014,NA
Point Nepean National Park,-38.3112215,144.6748352,2014,NA
Point Nepean National Park,-38.3112215,144.6748352,2014,NA
Point Nepean National Park,-38.3112215,144.6748352,2014,NA
Point Nepean National Park,-38.3112215,144.6748352,2014,5
Point Nepean National Park,-38.3112215,144.6748352,2014,NA
Point Nepean National Park,-38.3112215,144.6748352,2014,NA
Point Nepean National Park,-38.3112215,144.6748352,2014,NA
Point Nepean National Park,-38.3112215,144.6748352,2014,1
Point Nepean National Park,-38.3112215,144.6748352,2014,NA
Point Nepean National Park,-38.3112215,144.6748352,2015,NA
Point Nepean National Park,-38.3112215,144.6748352,2015,NA
Point Nepean National Park,-38.3112215,144.6748352,2015,NA
Point Nepean National Park,-38.3112215,144.6748352,2015,NA
Point Nepean National Park,-38.3112215,144.6748352,2015,7
Point Nepean National Park,-38.3112215,144.6748352,2015,NA
Point Nepean National Park,-38.3112215,144.6748352,2015,NA
Point Nepean National Park,-38.3112215,144.6748352,2015,NA
Point Nepean National Park,-38.3112215,144.6748352,2015,NA
Point Nepean National Park,-38.3112215,144.6748352,2015,NA
Point Nepean National Park,-38.3112215,144.6748352,2015,NA
Point Nepean National Park,-38.3112215,144.6748352,2015,NA
Point Nepean National Park,-38.3112215,144.6748352,2016,NA
Point Nepean National Park,-38.3112215,144.6748352,2016,NA
Point Nepean National Park,-38.3112215,144.6748352,2016,NA
Point Nepean National Park,-38.3112215,144.6748352,2016,NA
Point Nepean National Park,-38.3112215,144.6748352,2016,NA
Point Nepean National Park,-38.3112215,144.6748352,2016,NA
Point Nepean National Park,-38.3112215,144.6748352,2016,NA
Point Nepean National Park,-38.3112215,144.6748352,2016,NA
Point Nepean National Park,-38.3112215,144.6748352,2016,NA
Point Nepean National Park,-38.3112215,144.6748352,2016,8
Point Nepean National Park,-38.3112215,144.6748352,2016,NA
Point Nepean National Park,-38.3112215,144.6748352,2016,NA
Point Nepean National Park,-38.3112215,144.6748352,2017,NA
Point Nepean National Park,-38.3112215,144.6748352,2017,NA
Point Nepean National Park,-38.3112215,144.6748352,2017,NA
Point Nepean National Park,-38.3112215,144.6748352,2017,NA
Point Nepean National Park,-38.3112215,144.6748352,2017,NA
Point Nepean National Park,-38.3112215,144.6748352,2017,1
Point Nepean National Park,-38.3112215,144.6748352,2017,NA
Point Nepean National Park,-38.3112215,144.6748352,2017,6
Point Nepean National Park,-38.3112215,144.6748352,2017,NA
Point Nepean National Park,-38.3112215,144.6748352,2017,NA
Point Nepean National Park,-38.3112215,144.6748352,2017,NA
Point Nepean National Park,-38.3112215,144.6748352,2017,NA
Point Nepean National Park,-38.3112215,144.6748352,2018,NA
Point Nepean National Park,-38.3112215,144.6748352,2018,NA
Point Nepean National Park,-38.3112215,144.6748352,2018,NA
Point Nepean National Park,-38.3112215,144.6748352,2018,NA
Point Nepean National Park,-38.3112215,144.6748352,2018,NA
Point Nepean National Park,-38.3112215,144.6748352,2018,NA
Point Nepean National Park,-38.3112215,144.6748352,2018,NA
Point Nepean National Park,-38.3112215,144.6748352,2018,1
Point Nepean National Park,-38.3112215,144.6748352,2018,NA
Point Nepean National Park,-38.3112215,144.6748352,2018,NA
Point Nepean National Park,-38.3112215,144.6748352,2018,NA
Point Nepean National Park,-38.3112215,144.6748352,2018,NA
